areaname,villagename,開票所編號
大安區,車層里,車層里1164
大安區,車層里,車層里1165
大安區,車層里,車層里1166
大安區,光信里,光信里1169
大安區,光信里,光信里1168
大安區,光信里,光信里1170
大安區,光信里,光信里1167
大安區,光信里,光信里1171
大安區,學府里,學府里1173
大安區,學府里,學府里1174
大安區,學府里,學府里1172
中山區,正守里,正守里0387
中山區,正守里,正守里0386
中山區,正義里,正義里0389
中山區,正義里,正義里0390
中山區,正義里,正義里0388
中山區,正得里,正得里0392
中山區,正得里,正得里0391
中山區,民安里,民安里0394
中山區,民安里,民安里0393
中山區,民安里,民安里0395
中山區,康樂里,康樂里0397
中山區,康樂里,康樂里0396
中山區,中山里,中山里0398
中山區,中山里,中山里0399
中山區,中山里,中山里0400
中山區,中山里,中山里0401
中山區,聚盛里,聚盛里0402
中山區,聚盛里,聚盛里0403
中山區,聚盛里,聚盛里0404
中山區,集英里,集英里0405
中山區,集英里,集英里0408
中山區,集英里,集英里0406
中山區,集英里,集英里0407
中山區,聚葉里,聚葉里0410
中山區,聚葉里,聚葉里0409
中山區,恆安里,恆安里0419
中山區,恆安里,恆安里0417
中山區,恆安里,恆安里0418
中山區,晴光里,晴光里0414
中山區,晴光里,晴光里0416
中山區,晴光里,晴光里0415
中山區,圓山里,圓山里0412
中山區,圓山里,圓山里0411
中山區,圓山里,圓山里0413
中山區,劍潭里,劍潭里0424
中山區,劍潭里,劍潭里0423
中山區,大直里,大直里0427
中山區,大直里,大直里0425
中山區,大直里,大直里0426
中山區,大直里,大直里0428
中山區,大直里,大直里0429
中山區,成功里,成功里0430
中山區,成功里,成功里0433
中山區,成功里,成功里0432
中山區,成功里,成功里0431
中山區,永安里,永安里0435
中山區,永安里,永安里0434
中山區,永安里,永安里0436
中山區,永安里,永安里0437
中山區,永安里,永安里0438
中山區,大佳里,大佳里0461
中山區,新喜里,新喜里0446
中山區,新喜里,新喜里0447
中山區,新喜里,新喜里0445
中山區,新庄里,新庄里0420
中山區,新庄里,新庄里0422
中山區,新庄里,新庄里0421
中山區,新福里,新福里0450
中山區,新福里,新福里0449
中山區,新福里,新福里0448
中山區,松江里,松江里0454
中山區,松江里,松江里0453
中山區,松江里,松江里0451
中山區,松江里,松江里0452
中山區,新生里,新生里0456
中山區,新生里,新生里0457
中山區,新生里,新生里0455
中山區,中庄里,中庄里0460
中山區,中庄里,中庄里0458
中山區,中庄里,中庄里0459
中山區,行政里,行政里0462
中山區,行政里,行政里0464
中山區,行政里,行政里0463
中山區,行仁里,行仁里0469
中山區,行仁里,行仁里0468
中山區,行仁里,行仁里0465
中山區,行仁里,行仁里0466
中山區,行仁里,行仁里0467
中山區,行孝里,行孝里0471
中山區,行孝里,行孝里0472
中山區,行孝里,行孝里0470
中山區,下埤里,下埤里0475
中山區,下埤里,下埤里0477
中山區,下埤里,下埤里0474
中山區,下埤里,下埤里0473
中山區,下埤里,下埤里0476
中山區,江寧里,江寧里0480
中山區,江寧里,江寧里0481
中山區,江寧里,江寧里0478
中山區,江寧里,江寧里0479
中山區,江山里,江山里0482
中山區,江山里,江山里0485
中山區,江山里,江山里0484
中山區,江山里,江山里0483
中山區,中吉里,中吉里0486
中山區,中吉里,中吉里0487
中山區,中吉里,中吉里0488
中山區,中原里,中原里0490
中山區,中原里,中原里0489
中山區,中原里,中原里0491
中山區,興亞里,興亞里0492
中山區,興亞里,興亞里0494
中山區,興亞里,興亞里0493
中山區,中央里,中央里0496
中山區,中央里,中央里0495
中山區,朱馥里,朱馥里0497
中山區,朱馥里,朱馥里0499
中山區,朱馥里,朱馥里0498
中山區,龍洲里,龍洲里0501
中山區,龍洲里,龍洲里0500
中山區,龍洲里,龍洲里0502
中山區,朱園里,朱園里0504
中山區,朱園里,朱園里0503
中山區,朱園里,朱園里0505
中山區,埤頭里,埤頭里0506
中山區,埤頭里,埤頭里0507
中山區,朱崙里,朱崙里0508
中山區,朱崙里,朱崙里0509
中山區,力行里,力行里0510
中山區,力行里,力行里0512
中山區,力行里,力行里0511
中山區,力行里,力行里0513
中山區,復華里,復華里0515
中山區,復華里,復華里0514
中山區,復華里,復華里0516
中山區,金泰里,金泰里0440
中山區,金泰里,金泰里0442
中山區,金泰里,金泰里0441
中山區,金泰里,金泰里0439
中山區,北安里,北安里0443
中山區,北安里,北安里0444
中正區,水源里,水源里1520
中正區,水源里,水源里1521
中正區,富水里,富水里1523
中正區,富水里,富水里1522
中正區,文盛里,文盛里1525
中正區,文盛里,文盛里1524
中正區,林興里,林興里1528
中正區,林興里,林興里1527
中正區,林興里,林興里1526
中正區,河堤里,河堤里1530
中正區,河堤里,河堤里1529
中正區,河堤里,河堤里1531
中正區,頂東里,頂東里1532
中正區,頂東里,頂東里1534
中正區,頂東里,頂東里1533
中正區,頂東里,頂東里1535
中正區,網溪里,網溪里1536
中正區,網溪里,網溪里1539
中正區,網溪里,網溪里1537
中正區,網溪里,網溪里1538
中正區,板溪里,板溪里1540
中正區,板溪里,板溪里1541
中正區,螢圃里,螢圃里1543
中正區,螢圃里,螢圃里1542
中正區,螢圃里,螢圃里1545
中正區,螢圃里,螢圃里1544
中正區,螢雪里,螢雪里1547
中正區,螢雪里,螢雪里1546
中正區,螢雪里,螢雪里1548
中正區,永功里,永功里0923
中正區,永功里,永功里0924
中正區,永功里,永功里0925
中正區,永功里,永功里0926
中正區,永昌里,永昌里0929
中正區,永昌里,永昌里0927
中正區,永昌里,永昌里0928
中正區,龍興里,龍興里0931
中正區,龍興里,龍興里0930
中正區,忠勤里,忠勤里0934
中正區,忠勤里,忠勤里0932
中正區,忠勤里,忠勤里0935
中正區,忠勤里,忠勤里0933
中正區,廈安里,廈安里0938
中正區,廈安里,廈安里0936
中正區,廈安里,廈安里0937
中正區,愛國里,愛國里0940
中正區,愛國里,愛國里0939
中正區,南門里,南門里0942
中正區,南門里,南門里0941
中正區,龍光里,龍光里0944
中正區,龍光里,龍光里0943
中正區,南福里,南福里0947
中正區,南福里,南福里0948
中正區,南福里,南福里0949
中正區,南福里,南福里0945
中正區,南福里,南福里0946
中正區,龍福里,龍福里0950
中正區,龍福里,龍福里0952
中正區,龍福里,龍福里0951
中正區,新營里,新營里0955
中正區,新營里,新營里0953
中正區,新營里,新營里0954
中正區,新營里,新營里0956
中正區,新營里,新營里0957
中正區,建國里,建國里0958
中正區,光復里,光復里0959
中正區,光復里,光復里0961
中正區,光復里,光復里0960
中正區,黎明里,黎明里0962
中正區,黎明里,黎明里0963
中正區,梅花里,梅花里0965
中正區,梅花里,梅花里0964
中正區,幸福里,幸福里0968
中正區,幸福里,幸福里0967
中正區,幸福里,幸福里0966
中正區,幸市里,幸市里0969
中正區,幸市里,幸市里0971
中正區,幸市里,幸市里0970
中正區,東門里,東門里0973
中正區,東門里,東門里0972
中正區,東門里,東門里0974
中正區,文北里,文北里0977
中正區,文北里,文北里0975
中正區,文北里,文北里0976
中正區,文祥里,文祥里0979
中正區,文祥里,文祥里0980
中正區,文祥里,文祥里0978
中正區,文祥里,文祥里0981
中正區,三愛里,三愛里0984
中正區,三愛里,三愛里0982
中正區,三愛里,三愛里0985
中正區,三愛里,三愛里0986
中正區,三愛里,三愛里0983
大同區,玉泉里,玉泉里0189
大同區,玉泉里,玉泉里0190
大同區,建明里,建明里0191
大同區,建明里,建明里0192
大同區,建功里,建功里0193
大同區,建功里,建功里0195
大同區,建功里,建功里0194
大同區,建泰里,建泰里0198
大同區,建泰里,建泰里0197
大同區,建泰里,建泰里0196
大同區,永樂里,永樂里0199
大同區,永樂里,永樂里0202
大同區,永樂里,永樂里0201
大同區,永樂里,永樂里0200
大同區,朝陽里,朝陽里0203
大同區,朝陽里,朝陽里0204
大同區,朝陽里,朝陽里0205
大同區,星明里,星明里0208
大同區,星明里,星明里0206
大同區,星明里,星明里0207
大同區,星明里,星明里0209
大同區,光能里,光能里0212
大同區,光能里,光能里0211
大同區,光能里,光能里0210
大同區,大有里,大有里0215
大同區,大有里,大有里0214
大同區,大有里,大有里0213
大同區,延平里,延平里0218
大同區,延平里,延平里0217
大同區,延平里,延平里0216
大同區,雙連里,雙連里0225
大同區,雙連里,雙連里0222
大同區,雙連里,雙連里0221
大同區,雙連里,雙連里0220
大同區,雙連里,雙連里0219
大同區,雙連里,雙連里0224
大同區,雙連里,雙連里0223
大同區,南芳里,南芳里0227
大同區,南芳里,南芳里0226
大同區,南芳里,南芳里0228
大同區,民權里,民權里0230
大同區,民權里,民權里0229
大同區,民權里,民權里0232
大同區,民權里,民權里0231
大同區,景星里,景星里0234
大同區,景星里,景星里0233
大同區,隆和里,隆和里0235
大同區,隆和里,隆和里0236
大同區,蓬萊里,蓬萊里0238
大同區,蓬萊里,蓬萊里0237
大同區,蓬萊里,蓬萊里0239
大同區,國順里,國順里0241
大同區,國順里,國順里0240
大同區,國慶里,國慶里0243
大同區,國慶里,國慶里0244
大同區,國慶里,國慶里0242
大同區,揚雅里,揚雅里0246
大同區,揚雅里,揚雅里0245
大同區,斯文里,斯文里0247
大同區,斯文里,斯文里0250
大同區,斯文里,斯文里0249
大同區,斯文里,斯文里0248
大同區,鄰江里,鄰江里0252
大同區,鄰江里,鄰江里0253
大同區,鄰江里,鄰江里0254
大同區,鄰江里,鄰江里0251
大同區,至聖里,至聖里0256
大同區,至聖里,至聖里0259
大同區,至聖里,至聖里0258
大同區,至聖里,至聖里0257
大同區,至聖里,至聖里0255
大同區,老師里,老師里0262
大同區,老師里,老師里0261
大同區,老師里,老師里0263
大同區,老師里,老師里0260
大同區,重慶里,重慶里0264
大同區,重慶里,重慶里0265
大同區,重慶里,重慶里0266
大同區,重慶里,重慶里0267
大同區,保安里,保安里0268
大同區,保安里,保安里0270
大同區,保安里,保安里0269
萬華區,福星里,福星里0810
萬華區,福星里,福星里0812
萬華區,福星里,福星里0811
萬華區,萬壽里,萬壽里0814
萬華區,萬壽里,萬壽里0813
萬華區,西門里,西門里0815
萬華區,西門里,西門里0816
萬華區,新起里,新起里0820
萬華區,新起里,新起里0817
萬華區,新起里,新起里0818
萬華區,新起里,新起里0819
萬華區,菜園里,菜園里0824
萬華區,菜園里,菜園里0821
萬華區,菜園里,菜園里0823
萬華區,菜園里,菜園里0822
萬華區,青山里,青山里0827
萬華區,青山里,青山里0828
萬華區,青山里,青山里0825
萬華區,青山里,青山里0826
萬華區,富民里,富民里0830
萬華區,富民里,富民里0831
萬華區,富民里,富民里0829
萬華區,福音里,福音里0832
萬華區,福音里,福音里0833
萬華區,仁德里,仁德里0836
萬華區,仁德里,仁德里0834
萬華區,仁德里,仁德里0835
萬華區,富福里,富福里0838
萬華區,富福里,富福里0839
萬華區,富福里,富福里0837
萬華區,頂碩里,頂碩里0855
萬華區,頂碩里,頂碩里0858
萬華區,頂碩里,頂碩里0857
萬華區,頂碩里,頂碩里0856
萬華區,頂碩里,頂碩里0854
萬華區,雙園里,雙園里0861
萬華區,雙園里,雙園里0859
萬華區,雙園里,雙園里0860
萬華區,新忠里,新忠里0907
萬華區,新忠里,新忠里0908
萬華區,新和里,新和里0911
萬華區,新和里,新和里0913
萬華區,新和里,新和里0909
萬華區,新和里,新和里0910
萬華區,新和里,新和里0912
萬華區,糖廍里,糖廍里0850
萬華區,糖廍里,糖廍里0848
萬華區,糖廍里,糖廍里0849
萬華區,和平里,和平里0864
萬華區,和平里,和平里0863
萬華區,和平里,和平里0865
萬華區,和平里,和平里0862
萬華區,綠堤里,綠堤里0852
萬華區,綠堤里,綠堤里0853
萬華區,綠堤里,綠堤里0851
萬華區,華江里,華江里0845
萬華區,華江里,華江里0843
萬華區,華江里,華江里0847
萬華區,華江里,華江里0846
萬華區,華江里,華江里0844
萬華區,柳鄉里,柳鄉里0840
萬華區,柳鄉里,柳鄉里0841
萬華區,柳鄉里,柳鄉里0842
萬華區,日善里,日善里0874
萬華區,日善里,日善里0873
萬華區,新安里,新安里0915
萬華區,新安里,新安里0917
萬華區,新安里,新安里0914
萬華區,新安里,新安里0916
萬華區,忠德里,忠德里0880
萬華區,忠德里,忠德里0878
萬華區,忠德里,忠德里0879
萬華區,孝德里,孝德里0887
萬華區,孝德里,孝德里0888
萬華區,和德里,和德里0867
萬華區,和德里,和德里0868
萬華區,和德里,和德里0869
萬華區,和德里,和德里0866
萬華區,錦德里,錦德里0882
萬華區,錦德里,錦德里0883
萬華區,錦德里,錦德里0881
萬華區,全德里,全德里0870
萬華區,全德里,全德里0871
萬華區,全德里,全德里0872
萬華區,保德里,保德里0890
萬華區,保德里,保德里0889
萬華區,銘德里,銘德里0884
萬華區,銘德里,銘德里0886
萬華區,銘德里,銘德里0885
萬華區,榮德里,榮德里0891
萬華區,榮德里,榮德里0892
萬華區,壽德里,壽德里0875
萬華區,壽德里,壽德里0877
萬華區,壽德里,壽德里0876
萬華區,興德里,興德里0898
萬華區,興德里,興德里0899
萬華區,興德里,興德里0897
萬華區,華中里,華中里0895
萬華區,華中里,華中里0896
萬華區,華中里,華中里0894
萬華區,華中里,華中里0893
萬華區,日祥里,日祥里0900
萬華區,日祥里,日祥里0901
萬華區,日祥里,日祥里0902
萬華區,日祥里,日祥里0903
萬華區,忠貞里,忠貞里0904
萬華區,忠貞里,忠貞里0906
萬華區,忠貞里,忠貞里0905
萬華區,凌霄里,凌霄里0920
萬華區,凌霄里,凌霄里0919
萬華區,凌霄里,凌霄里0918
萬華區,騰雲里,騰雲里0922
萬華區,騰雲里,騰雲里0921
文山區,景行里,景行里1358
文山區,景行里,景行里1359
文山區,景行里,景行里1360
文山區,景行里,景行里1361
文山區,景東里,景東里1364
文山區,景東里,景東里1362
文山區,景東里,景東里1363
文山區,景東里,景東里1365
文山區,景美里,景美里1368
文山區,景美里,景美里1366
文山區,景美里,景美里1367
文山區,景慶里,景慶里1371
文山區,景慶里,景慶里1372
文山區,景慶里,景慶里1369
文山區,景慶里,景慶里1370
文山區,景仁里,景仁里1374
文山區,景仁里,景仁里1373
文山區,景仁里,景仁里1375
文山區,景華里,景華里1378
文山區,景華里,景華里1376
文山區,景華里,景華里1377
文山區,景華里,景華里1379
文山區,萬有里,萬有里1382
文山區,萬有里,萬有里1380
文山區,萬有里,萬有里1381
文山區,萬祥里,萬祥里1384
文山區,萬祥里,萬祥里1385
文山區,萬祥里,萬祥里1383
文山區,萬隆里,萬隆里1390
文山區,萬隆里,萬隆里1389
文山區,萬隆里,萬隆里1388
文山區,萬隆里,萬隆里1387
文山區,萬隆里,萬隆里1386
文山區,萬年里,萬年里1394
文山區,萬年里,萬年里1393
文山區,萬年里,萬年里1392
文山區,萬年里,萬年里1391
文山區,萬和里,萬和里1395
文山區,萬和里,萬和里1396
文山區,萬盛里,萬盛里1397
文山區,萬盛里,萬盛里1398
文山區,萬盛里,萬盛里1399
文山區,興豐里,興豐里1400
文山區,興豐里,興豐里1401
文山區,興豐里,興豐里1402
文山區,興光里,興光里1406
文山區,興光里,興光里1407
文山區,興家里,興家里1411
文山區,興家里,興家里1412
文山區,興家里,興家里1410
文山區,興家里,興家里1408
文山區,興家里,興家里1409
文山區,興得里,興得里1416
文山區,興得里,興得里1415
文山區,興得里,興得里1413
文山區,興得里,興得里1414
文山區,興業里,興業里1417
文山區,興業里,興業里1419
文山區,興業里,興業里1420
文山區,興業里,興業里1418
文山區,興安里,興安里1424
文山區,興安里,興安里1421
文山區,興安里,興安里1422
文山區,興安里,興安里1423
文山區,興福里,興福里1425
文山區,興福里,興福里1427
文山區,興福里,興福里1428
文山區,興福里,興福里1426
文山區,興旺里,興旺里1429
文山區,興旺里,興旺里1430
文山區,興旺里,興旺里1431
文山區,興旺里,興旺里1432
文山區,興旺里,興旺里1433
文山區,興泰里,興泰里1435
文山區,興泰里,興泰里1434
文山區,興泰里,興泰里1436
文山區,興昌里,興昌里1437
文山區,興昌里,興昌里1438
文山區,興昌里,興昌里1439
文山區,興昌里,興昌里1440
文山區,試院里,試院里1443
文山區,試院里,試院里1441
文山區,試院里,試院里1442
文山區,試院里,試院里1444
文山區,華興里,華興里1445
文山區,華興里,華興里1446
文山區,華興里,華興里1447
文山區,華興里,華興里1448
文山區,華興里,華興里1449
文山區,明義里,明義里1450
文山區,明義里,明義里1451
文山區,明義里,明義里1452
文山區,明興里,明興里1454
文山區,明興里,明興里1453
文山區,明興里,明興里1455
文山區,明興里,明興里1456
文山區,木柵里,木柵里1461
文山區,木柵里,木柵里1457
文山區,木柵里,木柵里1458
文山區,木柵里,木柵里1459
文山區,木柵里,木柵里1460
文山區,木新里,木新里1465
文山區,木新里,木新里1466
文山區,木新里,木新里1463
文山區,木新里,木新里1464
文山區,木新里,木新里1462
文山區,順興里,順興里1469
文山區,順興里,順興里1467
文山區,順興里,順興里1471
文山區,順興里,順興里1470
文山區,順興里,順興里1468
文山區,樟林里,樟林里1478
文山區,樟林里,樟林里1475
文山區,樟林里,樟林里1476
文山區,樟林里,樟林里1479
文山區,樟林里,樟林里1477
文山區,樟新里,樟新里1481
文山區,樟新里,樟新里1482
文山區,樟新里,樟新里1483
文山區,樟新里,樟新里1480
文山區,樟腳里,樟腳里1489
文山區,樟腳里,樟腳里1488
文山區,樟腳里,樟腳里1490
文山區,萬芳里,萬芳里1497
文山區,萬芳里,萬芳里1498
文山區,萬芳里,萬芳里1496
文山區,萬芳里,萬芳里1495
文山區,萬芳里,萬芳里1494
文山區,博嘉里,博嘉里1506
文山區,博嘉里,博嘉里1505
文山區,博嘉里,博嘉里1503
文山區,博嘉里,博嘉里1504
文山區,萬興里,萬興里1508
文山區,萬興里,萬興里1511
文山區,萬興里,萬興里1510
文山區,萬興里,萬興里1509
文山區,萬興里,萬興里1507
文山區,指南里,指南里1516
文山區,指南里,指南里1518
文山區,指南里,指南里1517
文山區,老泉里,老泉里1519
文山區,忠順里,忠順里1472
文山區,忠順里,忠順里1474
文山區,忠順里,忠順里1473
文山區,萬美里,萬美里1501
文山區,萬美里,萬美里1502
文山區,萬美里,萬美里1500
文山區,萬美里,萬美里1499
文山區,政大里,政大里1512
文山區,政大里,政大里1515
文山區,政大里,政大里1514
文山區,政大里,政大里1513
文山區,樟文里,樟文里1486
文山區,樟文里,樟文里1487
文山區,樟文里,樟文里1484
文山區,樟文里,樟文里1485
文山區,興邦里,興邦里1403
文山區,興邦里,興邦里1405
文山區,興邦里,興邦里1404
文山區,樟樹里,樟樹里1491
文山區,樟樹里,樟樹里1493
文山區,樟樹里,樟樹里1492
南港區,南港里,南港里0740
南港區,南港里,南港里0739
南港區,南港里,南港里0742
南港區,南港里,南港里0741
南港區,中南里,中南里0743
南港區,中南里,中南里0744
南港區,新富里,新富里0750
南港區,新富里,新富里0749
南港區,新富里,新富里0751
南港區,三重里,三重里0745
南港區,三重里,三重里0746
南港區,三重里,三重里0747
南港區,三重里,三重里0748
南港區,東新里,東新里0767
南港區,東新里,東新里0766
南港區,東新里,東新里0768
南港區,東新里,東新里0769
南港區,新光里,新光里0788
南港區,新光里,新光里0787
南港區,東明里,東明里0775
南港區,東明里,東明里0774
南港區,東明里,東明里0773
南港區,西新里,西新里0776
南港區,西新里,西新里0778
南港區,西新里,西新里0777
南港區,玉成里,玉成里0779
南港區,玉成里,玉成里0781
南港區,玉成里,玉成里0780
南港區,合成里,合成里0784
南港區,合成里,合成里0786
南港區,合成里,合成里0785
南港區,合成里,合成里0783
南港區,合成里,合成里0782
南港區,成福里,成福里0804
南港區,成福里,成福里0801
南港區,成福里,成福里0802
南港區,成福里,成福里0803
南港區,成福里,成福里0805
南港區,萬福里,萬福里0794
南港區,萬福里,萬福里0792
南港區,萬福里,萬福里0793
南港區,鴻福里,鴻福里0796
南港區,鴻福里,鴻福里0797
南港區,鴻福里,鴻福里0795
南港區,百福里,百福里0798
南港區,百福里,百福里0799
南港區,百福里,百福里0800
南港區,聯成里,聯成里0791
南港區,聯成里,聯成里0789
南港區,聯成里,聯成里0790
南港區,舊莊里,舊莊里0761
南港區,舊莊里,舊莊里0765
南港區,舊莊里,舊莊里0764
南港區,舊莊里,舊莊里0763
南港區,舊莊里,舊莊里0762
南港區,中研里,中研里0754
南港區,中研里,中研里0756
南港區,中研里,中研里0753
南港區,中研里,中研里0752
南港區,中研里,中研里0755
南港區,九如里,九如里0759
南港區,九如里,九如里0758
南港區,九如里,九如里0757
南港區,九如里,九如里0760
南港區,仁福里,仁福里0806
南港區,仁福里,仁福里0808
南港區,仁福里,仁福里0809
南港區,仁福里,仁福里0807
南港區,重陽里,重陽里0770
南港區,重陽里,重陽里0771
南港區,重陽里,重陽里0772
內湖區,西湖里,西湖里0591
內湖區,西湖里,西湖里0592
內湖區,西湖里,西湖里0593
內湖區,西湖里,西湖里0594
內湖區,西康里,西康里0596
內湖區,西康里,西康里0595
內湖區,西康里,西康里0598
內湖區,西康里,西康里0599
內湖區,西康里,西康里0597
內湖區,西安里,西安里0600
內湖區,西安里,西安里0601
內湖區,西安里,西安里0603
內湖區,西安里,西安里0602
內湖區,港墘里,港墘里0605
內湖區,港墘里,港墘里0606
內湖區,港墘里,港墘里0604
內湖區,港都里,港都里0607
內湖區,港都里,港都里0608
內湖區,港都里,港都里0609
內湖區,港富里,港富里0612
內湖區,港富里,港富里0611
內湖區,港富里,港富里0610
內湖區,港富里,港富里0614
內湖區,港富里,港富里0613
內湖區,港華里,港華里0615
內湖區,港華里,港華里0618
內湖區,港華里,港華里0619
內湖區,港華里,港華里0616
內湖區,港華里,港華里0617
內湖區,內湖里,內湖里0621
內湖區,內湖里,內湖里0622
內湖區,內湖里,內湖里0620
內湖區,湖濱里,湖濱里0627
內湖區,湖濱里,湖濱里0625
內湖區,湖濱里,湖濱里0624
內湖區,湖濱里,湖濱里0626
內湖區,湖濱里,湖濱里0623
內湖區,紫星里,紫星里0631
內湖區,紫星里,紫星里0628
內湖區,紫星里,紫星里0629
內湖區,紫星里,紫星里0630
內湖區,大湖里,大湖里0633
內湖區,大湖里,大湖里0632
內湖區,大湖里,大湖里0634
內湖區,金龍里,金龍里0636
內湖區,金龍里,金龍里0637
內湖區,金龍里,金龍里0635
內湖區,金瑞里,金瑞里0640
內湖區,金瑞里,金瑞里0638
內湖區,金瑞里,金瑞里0641
內湖區,金瑞里,金瑞里0639
內湖區,碧山里,碧山里0642
內湖區,碧山里,碧山里0645
內湖區,碧山里,碧山里0646
內湖區,碧山里,碧山里0643
內湖區,碧山里,碧山里0644
內湖區,紫雲里,紫雲里0647
內湖區,紫雲里,紫雲里0649
內湖區,紫雲里,紫雲里0648
內湖區,清白里,清白里0654
內湖區,清白里,清白里0650
內湖區,清白里,清白里0653
內湖區,清白里,清白里0652
內湖區,清白里,清白里0651
內湖區,葫洲里,葫洲里0657
內湖區,葫洲里,葫洲里0658
內湖區,葫洲里,葫洲里0655
內湖區,葫洲里,葫洲里0656
內湖區,紫陽里,紫陽里0659
內湖區,紫陽里,紫陽里0661
內湖區,紫陽里,紫陽里0662
內湖區,紫陽里,紫陽里0660
內湖區,瑞陽里,瑞陽里0665
內湖區,瑞陽里,瑞陽里0666
內湖區,瑞陽里,瑞陽里0664
內湖區,瑞陽里,瑞陽里0663
內湖區,瑞光里,瑞光里0668
內湖區,瑞光里,瑞光里0669
內湖區,瑞光里,瑞光里0667
內湖區,五分里,五分里0671
內湖區,五分里,五分里0674
內湖區,五分里,五分里0673
內湖區,五分里,五分里0670
內湖區,五分里,五分里0672
內湖區,五分里,五分里0675
內湖區,東湖里,東湖里0679
內湖區,東湖里,東湖里0678
內湖區,東湖里,東湖里0677
內湖區,東湖里,東湖里0676
內湖區,樂康里,樂康里0681
內湖區,樂康里,樂康里0682
內湖區,樂康里,樂康里0683
內湖區,樂康里,樂康里0684
內湖區,樂康里,樂康里0680
內湖區,內溝里,內溝里0687
內湖區,內溝里,內溝里0685
內湖區,內溝里,內溝里0686
內湖區,週美里,週美里0688
內湖區,週美里,週美里0690
內湖區,週美里,週美里0689
內湖區,週美里,週美里0691
內湖區,行善里,行善里0694
內湖區,行善里,行善里0695
內湖區,行善里,行善里0692
內湖區,行善里,行善里0693
內湖區,石潭里,石潭里0696
內湖區,石潭里,石潭里0697
內湖區,湖興里,湖興里0698
內湖區,湖興里,湖興里0700
內湖區,湖興里,湖興里0699
內湖區,湖興里,湖興里0701
內湖區,湖元里,湖元里0702
內湖區,湖元里,湖元里0703
內湖區,湖元里,湖元里0704
內湖區,安湖里,安湖里0708
內湖區,安湖里,安湖里0707
內湖區,安湖里,安湖里0706
內湖區,安湖里,安湖里0705
內湖區,秀湖里,秀湖里0709
內湖區,秀湖里,秀湖里0710
內湖區,秀湖里,秀湖里0711
內湖區,安泰里,安泰里0714
內湖區,安泰里,安泰里0712
內湖區,安泰里,安泰里0713
內湖區,金湖里,金湖里0717
內湖區,金湖里,金湖里0716
內湖區,金湖里,金湖里0715
內湖區,金湖里,金湖里0719
內湖區,金湖里,金湖里0718
內湖區,康寧里,康寧里0721
內湖區,康寧里,康寧里0723
內湖區,康寧里,康寧里0722
內湖區,康寧里,康寧里0724
內湖區,康寧里,康寧里0720
內湖區,明湖里,明湖里0725
內湖區,明湖里,明湖里0727
內湖區,明湖里,明湖里0726
內湖區,蘆洲里,蘆洲里0728
內湖區,麗山里,麗山里0731
內湖區,麗山里,麗山里0730
內湖區,麗山里,麗山里0729
內湖區,寶湖里,寶湖里0733
內湖區,寶湖里,寶湖里0732
內湖區,寶湖里,寶湖里0734
內湖區,寶湖里,寶湖里0735
內湖區,南湖里,南湖里0736
內湖區,南湖里,南湖里0737
內湖區,南湖里,南湖里0738
士林區,仁勇里,仁勇里0272
士林區,仁勇里,仁勇里0271
士林區,義信里,義信里0273
士林區,義信里,義信里0274
士林區,福林里,福林里0275
士林區,福林里,福林里0277
士林區,福林里,福林里0276
士林區,福德里,福德里0280
士林區,福德里,福德里0278
士林區,福德里,福德里0281
士林區,福德里,福德里0279
士林區,福志里,福志里0283
士林區,福志里,福志里0284
士林區,福志里,福志里0282
士林區,福志里,福志里0285
士林區,舊佳里,舊佳里0289
士林區,舊佳里,舊佳里0288
士林區,舊佳里,舊佳里0287
士林區,舊佳里,舊佳里0286
士林區,福佳里,福佳里0292
士林區,福佳里,福佳里0293
士林區,福佳里,福佳里0291
士林區,福佳里,福佳里0290
士林區,後港里,後港里0295
士林區,後港里,後港里0298
士林區,後港里,後港里0297
士林區,後港里,後港里0296
士林區,後港里,後港里0294
士林區,福中里,福中里0302
士林區,福中里,福中里0301
士林區,福中里,福中里0300
士林區,福中里,福中里0299
士林區,前港里,前港里0305
士林區,前港里,前港里0303
士林區,前港里,前港里0304
士林區,百齡里,百齡里0308
士林區,百齡里,百齡里0309
士林區,百齡里,百齡里0306
士林區,百齡里,百齡里0307
士林區,承德里,承德里0312
士林區,承德里,承德里0310
士林區,承德里,承德里0311
士林區,福華里,福華里0316
士林區,福華里,福華里0313
士林區,福華里,福華里0314
士林區,福華里,福華里0315
士林區,明勝里,明勝里0318
士林區,明勝里,明勝里0317
士林區,明勝里,明勝里0319
士林區,福順里,福順里0321
士林區,福順里,福順里0322
士林區,福順里,福順里0320
士林區,富光里,富光里0324
士林區,富光里,富光里0323
士林區,富光里,富光里0325
士林區,葫蘆里,葫蘆里0329
士林區,葫蘆里,葫蘆里0328
士林區,葫蘆里,葫蘆里0327
士林區,葫蘆里,葫蘆里0326
士林區,葫東里,葫東里0331
士林區,葫東里,葫東里0330
士林區,社子里,社子里0332
士林區,社子里,社子里0333
士林區,社子里,社子里0334
士林區,社子里,社子里0335
士林區,社新里,社新里0340
士林區,社新里,社新里0336
士林區,社新里,社新里0339
士林區,社新里,社新里0338
士林區,社新里,社新里0337
士林區,社園里,社園里0343
士林區,社園里,社園里0344
士林區,社園里,社園里0342
士林區,社園里,社園里0341
士林區,永倫里,永倫里0348
士林區,永倫里,永倫里0345
士林區,永倫里,永倫里0346
