areaname,villagename,開票所編號
南竿鄉,介壽村,介壽村0001
南竿鄉,復興村,復興村0002
南竿鄉,清水村,清水村0003
北竿鄉,塘岐村,塘岐村0004
北竿鄉,芹壁村,芹壁村0005
莒光鄉,青帆村,青帆村0006
莒光鄉,福正村,福正村0007
東引鄉,中柳村,中柳村0008
金城鎮,東門里,東門里0012
金城鎮,東門里,東門里0001
金城鎮,東門里,東門里0002
金城鎮,西門里,西門里0006
金城鎮,西門里,西門里0008
金城鎮,西門里,西門里0007
金城鎮,西門里,西門里0010
金城鎮,西門里,西門里0009
金城鎮,南門里,南門里0004
金城鎮,南門里,南門里0005
金城鎮,南門里,南門里0003
金城鎮,北門里,北門里0011
金城鎮,古城里,古城里0016
金城鎮,古城里,古城里0017
金城鎮,金水里,金水里0015
金城鎮,珠沙里,珠沙里0019
金城鎮,珠沙里,珠沙里0018
金城鎮,賢庵里,賢庵里0013
金城鎮,賢庵里,賢庵里0014
金沙鎮,汶沙里,汶沙里0059
金沙鎮,汶沙里,汶沙里0057
金沙鎮,汶沙里,汶沙里0058
金沙鎮,三山里,三山里0065
金沙鎮,大洋里,大洋里0066
金沙鎮,光前里,光前里0067
金沙鎮,光前里,光前里0068
金沙鎮,何斗里,何斗里0060
金沙鎮,西園里,西園里0063
金沙鎮,官嶼里,官嶼里0064
金沙鎮,浦山里,浦山里0061
金沙鎮,浦山里,浦山里0062
金湖鎮,新市里,新市里0045
金湖鎮,新市里,新市里0044
金湖鎮,山外里,山外里0047
金湖鎮,山外里,山外里0046
金湖鎮,正義里,正義里0054
金湖鎮,料羅里,料羅里0050
金湖鎮,瓊林里,瓊林里0056
金湖鎮,瓊林里,瓊林里0055
金湖鎮,新湖里,新湖里0052
金湖鎮,新湖里,新湖里0053
金湖鎮,新湖里,新湖里0051
金湖鎮,溪湖里,溪湖里0048
金湖鎮,蓮庵里,蓮庵里0049
金寧鄉,古寧村,古寧村0022
金寧鄉,古寧村,古寧村0021
金寧鄉,古寧村,古寧村0020
金寧鄉,安美村,安美村0023
金寧鄉,安美村,安美村0024
金寧鄉,后盤村,后盤村0035
金寧鄉,湖埔村,湖埔村0025
金寧鄉,湖埔村,湖埔村0026
金寧鄉,湖埔村,湖埔村0027
金寧鄉,榜林村,榜林村0028
金寧鄉,榜林村,榜林村0030
金寧鄉,榜林村,榜林村0029
金寧鄉,盤山村,盤山村0034
金寧鄉,盤山村,盤山村0031
金寧鄉,盤山村,盤山村0033
金寧鄉,盤山村,盤山村0032
烈嶼鄉,上岐村,上岐村0041
烈嶼鄉,上岐村,上岐村0036
烈嶼鄉,上林村,上林村0040
烈嶼鄉,西口村,西口村0039
烈嶼鄉,林湖村,林湖村0037
烈嶼鄉,黃埔村,黃埔村0038
烏坵鄉,大坵村,大坵村0042
烏坵鄉,小坵村,小坵村0043
宜蘭市,神農里,神農里0023
宜蘭市,神農里,神農里0025
宜蘭市,神農里,神農里0024
宜蘭市,民權里,民權里0022
宜蘭市,民權里,民權里0021
宜蘭市,進士里,進士里0030
宜蘭市,進士里,進士里0029
宜蘭市,南橋里,南橋里0031
宜蘭市,建業里,建業里0036
宜蘭市,建業里,建業里0035
宜蘭市,南津里,南津里0034
宜蘭市,南津里,南津里0033
宜蘭市,凱旋里,凱旋里0032
宜蘭市,黎明里,黎明里0051
宜蘭市,黎明里,黎明里0052
宜蘭市,東村里,東村里0047
宜蘭市,東村里,東村里0046
宜蘭市,延平里,延平里0041
宜蘭市,延平里,延平里0042
宜蘭市,延平里,延平里0040
宜蘭市,七張里,七張里0053
宜蘭市,慈安里,慈安里0060
宜蘭市,慈安里,慈安里0059
宜蘭市,新民里,新民里0028
宜蘭市,新民里,新民里0027
宜蘭市,東門里,東門里0055
宜蘭市,小東里,小東里0056
宜蘭市,小東里,小東里0057
宜蘭市,菜園里,菜園里0058
宜蘭市,孝廉里,孝廉里0054
宜蘭市,新生里,新生里0064
宜蘭市,新生里,新生里0065
宜蘭市,茭白里,茭白里0067
宜蘭市,茭白里,茭白里0066
宜蘭市,北津里,北津里0068
宜蘭市,北津里,北津里0069
宜蘭市,梅洲里,梅洲里0070
宜蘭市,梅洲里,梅洲里0071
宜蘭市,梅洲里,梅洲里0072
宜蘭市,北門里,北門里0078
宜蘭市,中山里,中山里0075
宜蘭市,西門里,西門里0077
宜蘭市,西門里,西門里0076
宜蘭市,南門里,南門里0073
宜蘭市,南門里,南門里0074
宜蘭市,負郭里,負郭里0007
宜蘭市,負郭里,負郭里0008
宜蘭市,負郭里,負郭里0009
宜蘭市,民族里,民族里0002
宜蘭市,民族里,民族里0001
宜蘭市,建軍里,建軍里0004
宜蘭市,建軍里,建軍里0003
宜蘭市,思源里,思源里0012
宜蘭市,思源里,思源里0011
宜蘭市,思源里,思源里0010
宜蘭市,文化里,文化里0017
宜蘭市,文化里,文化里0016
宜蘭市,文化里,文化里0015
宜蘭市,復興里,復興里0018
宜蘭市,復興里,復興里0020
宜蘭市,復興里,復興里0019
宜蘭市,成功里,成功里0045
宜蘭市,成功里,成功里0044
宜蘭市,成功里,成功里0043
宜蘭市,新東里,新東里0049
宜蘭市,新東里,新東里0048
宜蘭市,新東里,新東里0050
宜蘭市,七結里,七結里0013
宜蘭市,七結里,七結里0014
宜蘭市,泰山里,泰山里0005
宜蘭市,泰山里,泰山里0006
宜蘭市,大新里,大新里0026
宜蘭市,中興里,中興里0061
宜蘭市,中興里,中興里0063
宜蘭市,中興里,中興里0062
宜蘭市,擺厘里,擺厘里0039
宜蘭市,擺厘里,擺厘里0038
宜蘭市,擺厘里,擺厘里0037
羅東鎮,大新里,大新里0081
羅東鎮,東安里,東安里0082
羅東鎮,東安里,東安里0083
羅東鎮,東安里,東安里0084
羅東鎮,新群里,新群里0085
羅東鎮,新群里,新群里0086
羅東鎮,羅莊里,羅莊里0088
羅東鎮,羅莊里,羅莊里0087
羅東鎮,南昌里,南昌里0090
羅東鎮,南昌里,南昌里0089
羅東鎮,南豪里,南豪里0091
羅東鎮,成功里,成功里0092
羅東鎮,仁德里,仁德里0093
羅東鎮,漢民里,漢民里0097
羅東鎮,漢民里,漢民里0098
羅東鎮,漢民里,漢民里0096
羅東鎮,西安里,西安里0103
羅東鎮,西安里,西安里0102
羅東鎮,北成里,北成里0104
羅東鎮,北成里,北成里0106
羅東鎮,北成里,北成里0105
羅東鎮,賢文里,賢文里0111
羅東鎮,賢文里,賢文里0113
羅東鎮,賢文里,賢文里0112
羅東鎮,公正里,公正里0115
羅東鎮,公正里,公正里0114
羅東鎮,集祥里,集祥里0116
羅東鎮,信義里,信義里0118
羅東鎮,信義里,信義里0119
羅東鎮,信義里,信義里0117
羅東鎮,竹林里,竹林里0123
羅東鎮,竹林里,竹林里0125
羅東鎮,竹林里,竹林里0124
羅東鎮,仁愛里,仁愛里0126
羅東鎮,仁愛里,仁愛里0128
羅東鎮,仁愛里,仁愛里0127
羅東鎮,樹林里,樹林里0122
羅東鎮,樹林里,樹林里0121
羅東鎮,樹林里,樹林里0120
羅東鎮,國華里,國華里0107
羅東鎮,國華里,國華里0110
羅東鎮,國華里,國華里0108
羅東鎮,國華里,國華里0109
羅東鎮,維揚里,維揚里0099
羅東鎮,維揚里,維揚里0101
羅東鎮,維揚里,維揚里0100
羅東鎮,開明里,開明里0079
羅東鎮,開明里,開明里0080
羅東鎮,中山里,中山里0095
羅東鎮,仁和里,仁和里0094
蘇澳鎮,龍德里,龍德里0131
蘇澳鎮,龍德里,龍德里0130
蘇澳鎮,龍德里,龍德里0129
蘇澳鎮,頂寮里,頂寮里0132
蘇澳鎮,永榮里,永榮里0134
蘇澳鎮,永榮里,永榮里0135
蘇澳鎮,永榮里,永榮里0133
蘇澳鎮,存仁里,存仁里0137
蘇澳鎮,存仁里,存仁里0136
蘇澳鎮,港邊里,港邊里0139
蘇澳鎮,港邊里,港邊里0138
蘇澳鎮,隘丁里,隘丁里0141
蘇澳鎮,隘丁里,隘丁里0140
蘇澳鎮,隘丁里,隘丁里0142
蘇澳鎮,新城里,新城里0143
蘇澳鎮,聖湖里,聖湖里0147
蘇澳鎮,聖湖里,聖湖里0148
蘇澳鎮,蘇西里,蘇西里0150
蘇澳鎮,蘇西里,蘇西里0151
蘇澳鎮,蘇西里,蘇西里0149
蘇澳鎮,蘇北里,蘇北里0152
蘇澳鎮,蘇南里,蘇南里0153
蘇澳鎮,蘇東里,蘇東里0154
蘇澳鎮,長安里,長安里0155
蘇澳鎮,永光里,永光里0156
蘇澳鎮,永春里,永春里0157
蘇澳鎮,永樂里,永樂里0158
蘇澳鎮,南安里,南安里0159
蘇澳鎮,南正里,南正里0160
蘇澳鎮,南成里,南成里0161
蘇澳鎮,南興里,南興里0162
蘇澳鎮,南興里,南興里0163
蘇澳鎮,南寧里,南寧里0164
蘇澳鎮,南建里,南建里0166
蘇澳鎮,南建里,南建里0165
蘇澳鎮,東澳里,東澳里0167
蘇澳鎮,南強里,南強里0168
蘇澳鎮,朝陽里,朝陽里0170
蘇澳鎮,朝陽里,朝陽里0169
蘇澳鎮,聖愛里,聖愛里0145
蘇澳鎮,聖愛里,聖愛里0144
蘇澳鎮,聖愛里,聖愛里0146
頭城鎮,石城里,石城里0171
頭城鎮,大里里,大里里0172
頭城鎮,大溪里,大溪里0174
頭城鎮,合興里,合興里0175
頭城鎮,更新里,更新里0176
頭城鎮,更新里,更新里0177
頭城鎮,外澳里,外澳里0178
頭城鎮,港口里,港口里0179
頭城鎮,武營里,武營里0180
頭城鎮,武營里,武營里0181
頭城鎮,大坑里,大坑里0183
頭城鎮,大坑里,大坑里0182
頭城鎮,城東里,城東里0184
頭城鎮,城北里,城北里0185
頭城鎮,城西里,城西里0186
頭城鎮,城南里,城南里0187
頭城鎮,竹安里,竹安里0188
頭城鎮,竹安里,竹安里0189
頭城鎮,新建里,新建里0190
頭城鎮,新建里,新建里0191
頭城鎮,拔雅里,拔雅里0192
頭城鎮,拔雅里,拔雅里0193
頭城鎮,福成里,福成里0194
頭城鎮,金面里,金面里0196
頭城鎮,金面里,金面里0195
頭城鎮,金盈里,金盈里0197
頭城鎮,頂埔里,頂埔里0198
頭城鎮,頂埔里,頂埔里0199
頭城鎮,下埔里,下埔里0200
頭城鎮,中崙里,中崙里0201
頭城鎮,二城里,二城里0202
頭城鎮,龜山里,龜山里0173
礁溪鄉,白雲村,白雲村0203
礁溪鄉,白雲村,白雲村0204
礁溪鄉,玉石村,玉石村0205
礁溪鄉,玉石村,玉石村0206
礁溪鄉,德陽村,德陽村0207
礁溪鄉,德陽村,德陽村0208
礁溪鄉,德陽村,德陽村0209
礁溪鄉,大忠村,大忠村0211
礁溪鄉,大忠村,大忠村0210
礁溪鄉,大忠村,大忠村0212
礁溪鄉,大義村,大義村0213
礁溪鄉,六結村,六結村0215
礁溪鄉,六結村,六結村0214
礁溪鄉,二龍村,二龍村0216
礁溪鄉,時潮村,時潮村0218
礁溪鄉,時潮村,時潮村0217
礁溪鄉,玉田村,玉田村0220
礁溪鄉,玉田村,玉田村0219
礁溪鄉,三民村,三民村0221
礁溪鄉,三民村,三民村0223
礁溪鄉,三民村,三民村0222
礁溪鄉,林美村,林美村0224
礁溪鄉,白鵝村,白鵝村0225
礁溪鄉,玉光村,玉光村0226
礁溪鄉,光武村,光武村0227
礁溪鄉,吳沙村,吳沙村0229
礁溪鄉,吳沙村,吳沙村0228
礁溪鄉,龍潭村,龍潭村0232
礁溪鄉,龍潭村,龍潭村0231
礁溪鄉,龍潭村,龍潭村0230
礁溪鄉,匏崙村,匏崙村0233
礁溪鄉,二結村,二結村0234
壯圍鄉,吉祥村,吉祥村0236
壯圍鄉,吉祥村,吉祥村0235
壯圍鄉,美福村,美福村0238
壯圍鄉,美福村,美福村0239
壯圍鄉,新南村,新南村0240
壯圍鄉,東港村,東港村0241
壯圍鄉,復興村,復興村0243
壯圍鄉,復興村,復興村0242
壯圍鄉,過嶺村,過嶺村0245
壯圍鄉,過嶺村,過嶺村0244
壯圍鄉,永鎮村,永鎮村0246
壯圍鄉,忠孝村,忠孝村0249
壯圍鄉,忠孝村,忠孝村0248
壯圍鄉,忠孝村,忠孝村0247
壯圍鄉,古亭村,古亭村0250
壯圍鄉,古亭村,古亭村0251
壯圍鄉,功勞村,功勞村0252
壯圍鄉,美城村,美城村0254
壯圍鄉,美城村,美城村0253
壯圍鄉,新社村,新社村0255
壯圍鄉,大福村,大福村0256
壯圍鄉,大福村,大福村0257
壯圍鄉,古結村,古結村0237
員山鄉,員山村,員山村0260
員山鄉,員山村,員山村0262
員山鄉,員山村,員山村0258
員山鄉,員山村,員山村0259
員山鄉,員山村,員山村0261
員山鄉,尚德村,尚德村0263
員山鄉,尚德村,尚德村0264
員山鄉,惠好村,惠好村0266
員山鄉,惠好村,惠好村0265
員山鄉,七賢村,七賢村0267
員山鄉,深溝村,深溝村0268
員山鄉,深溝村,深溝村0269
員山鄉,蓁巷村,蓁巷村0270
員山鄉,內城村,內城村0271
員山鄉,內城村,內城村0272
員山鄉,中華村,中華村0274
員山鄉,中華村,中華村0273
員山鄉,永和村,永和村0276
員山鄉,永和村,永和村0275
員山鄉,頭分村,頭分村0277
員山鄉,枕山村,枕山村0279
員山鄉,枕山村,枕山村0280
員山鄉,枕山村,枕山村0278
員山鄉,同樂村,同樂村0281
員山鄉,同樂村,同樂村0282
員山鄉,同樂村,同樂村0283
員山鄉,湖東村,湖東村0284
員山鄉,逸仙村,逸仙村0285
員山鄉,湖北村,湖北村0286
員山鄉,湖西村,湖西村0288
員山鄉,湖西村,湖西村0287
冬山鄉,武淵村,武淵村0311
冬山鄉,珍珠村,珍珠村0289
冬山鄉,珍珠村,珍珠村0290
冬山鄉,補城村,補城村0291
冬山鄉,三奇村,三奇村0292
冬山鄉,大興村,大興村0293
冬山鄉,東城村,東城村0294
冬山鄉,香和村,香和村0295
冬山鄉,香和村,香和村0296
冬山鄉,南興村,南興村0297
冬山鄉,南興村,南興村0298
冬山鄉,冬山村,冬山村0300
冬山鄉,安平村,安平村0299
冬山鄉,太和村,太和村0301
冬山鄉,八寶村,八寶村0302
冬山鄉,丸山村,丸山村0303
冬山鄉,中山村,中山村0304
冬山鄉,順安村,順安村0305
冬山鄉,順安村,順安村0307
冬山鄉,順安村,順安村0308
冬山鄉,順安村,順安村0306
冬山鄉,永美村,永美村0309
冬山鄉,永美村,永美村0310
冬山鄉,群英村,群英村0312
冬山鄉,群英村,群英村0313
冬山鄉,群英村,群英村0314
冬山鄉,群英村,群英村0315
冬山鄉,清溝村,清溝村0316
冬山鄉,清溝村,清溝村0318
冬山鄉,清溝村,清溝村0317
冬山鄉,鹿埔村,鹿埔村0320
冬山鄉,鹿埔村,鹿埔村0319
冬山鄉,得安村,得安村0321
冬山鄉,廣興村,廣興村0323
冬山鄉,廣興村,廣興村0322
冬山鄉,廣安村,廣安村0325
冬山鄉,廣安村,廣安村0324
冬山鄉,柯林村,柯林村0326
冬山鄉,大進村,大進村0327
五結鄉,三興村,三興村0328
五結鄉,三興村,三興村0329
五結鄉,二結村,二結村0330
五結鄉,二結村,二結村0331
五結鄉,鎮安村,鎮安村0333
五結鄉,鎮安村,鎮安村0332
五結鄉,上四村,上四村0334
五結鄉,上四村,上四村0335
五結鄉,中興村,中興村0336
五結鄉,四結村,四結村0338
五結鄉,四結村,四結村0337
五結鄉,福興村,福興村0340
五結鄉,福興村,福興村0339
五結鄉,五結村,五結村0343
五結鄉,五結村,五結村0341
五結鄉,五結村,五結村0342
五結鄉,大吉村,大吉村0348
五結鄉,大吉村,大吉村0346
五結鄉,大吉村,大吉村0347
五結鄉,協和村,協和村0345
五結鄉,協和村,協和村0344
五結鄉,孝威村,孝威村0349
五結鄉,錦眾村,錦眾村0350
五結鄉,錦眾村,錦眾村0351
五結鄉,利澤村,利澤村0352
五結鄉,利澤村,利澤村0353
五結鄉,成興村,成興村0354
五結鄉,成興村,成興村0355
五結鄉,季新村,季新村0357
五結鄉,季新村,季新村0358
五結鄉,季新村,季新村0356
三星鄉,員山村,員山村0359
三星鄉,天山村,天山村0360
三星鄉,天福村,天福村0361
三星鄉,雙賢村,雙賢村0365
三星鄉,人和村,人和村0366
三星鄉,義德村,義德村0367
三星鄉,集慶村,集慶村0368
三星鄉,月眉村,月眉村0369
三星鄉,拱照村,拱照村0370
三星鄉,大隱村,大隱村0372
三星鄉,大隱村,大隱村0374
三星鄉,大隱村,大隱村0373
三星鄉,行健村,行健村0371
三星鄉,萬德村,萬德村0362
三星鄉,貴林村,貴林村0363
三星鄉,萬富村,萬富村0364
三星鄉,大義村,大義村0375
三星鄉,尚武村,尚武村0376
三星鄉,大洲村,大洲村0377
三星鄉,大洲村,大洲村0378
三星鄉,尾塹村,尾塹村0379
大同鄉,寒溪村,寒溪村0380
大同鄉,崙埤村,崙埤村0381
大同鄉,松羅村,松羅村0382
大同鄉,復興村,復興村0383
大同鄉,英士村,英士村0384
大同鄉,樂水村,樂水村0385
大同鄉,太平村,太平村0386
大同鄉,四季村,四季村0388
大同鄉,南山村,南山村0389
大同鄉,茂安村,茂安村0387
南澳鄉,南澳村,南澳村0391
南澳鄉,碧候村,碧候村0392
南澳鄉,東岳村,東岳村0390
南澳鄉,金岳村,金岳村0393
南澳鄉,武塔村,武塔村0394
南澳鄉,金洋村,金洋村0395
南澳鄉,澳花村,澳花村0396
竹北市,斗崙里,斗崙里0035
竹北市,斗崙里,斗崙里0040
竹北市,斗崙里,斗崙里0036
竹北市,斗崙里,斗崙里0037
竹北市,斗崙里,斗崙里0038
竹北市,斗崙里,斗崙里0041
竹北市,斗崙里,斗崙里0039
竹北市,鹿場里,鹿場里0001
竹北市,鹿場里,鹿場里0004
竹北市,鹿場里,鹿場里0003
竹北市,鹿場里,鹿場里0002
竹北市,鹿場里,鹿場里0005
竹北市,東平里,東平里0009
竹北市,東平里,東平里0008
竹北市,東平里,東平里0010
竹北市,東平里,東平里0007
竹北市,東平里,東平里0006
竹北市,東平里,東平里0011
竹北市,中興里,中興里0012
竹北市,中興里,中興里0014
竹北市,中興里,中興里0015
竹北市,中興里,中興里0013
竹北市,隘口里,隘口里0016
竹北市,隘口里,隘口里0017
竹北市,東海里,東海里0018
竹北市,東海里,東海里0019
竹北市,竹北里,竹北里0050
竹北市,竹北里,竹北里0052
竹北市,竹北里,竹北里0049
竹北市,竹北里,竹北里0051
竹北市,竹仁里,竹仁里0055
竹北市,竹仁里,竹仁里0057
竹北市,竹仁里,竹仁里0053
竹北市,竹仁里,竹仁里0054
竹北市,竹仁里,竹仁里0058
竹北市,竹仁里,竹仁里0056
竹北市,竹義里,竹義里0062
竹北市,竹義里,竹義里0064
竹北市,竹義里,竹義里0065
竹北市,竹義里,竹義里0063
竹北市,泰和里,泰和里0067
竹北市,泰和里,泰和里0066
竹北市,泰和里,泰和里0068
竹北市,泰和里,泰和里0069
竹北市,新社里,新社里0074
竹北市,新社里,新社里0071
竹北市,新社里,新社里0070
竹北市,新社里,新社里0072
竹北市,新社里,新社里0073
竹北市,聯興里,聯興里0080
竹北市,聯興里,聯興里0078
竹北市,聯興里,聯興里0079
竹北市,麻園里,麻園里0081
竹北市,溪州里,溪州里0082
竹北市,溪州里,溪州里0083
竹北市,白地里,白地里0086
竹北市,白地里,白地里0085
竹北市,新港里,新港里0087
竹北市,大義里,大義里0089
竹北市,大義里,大義里0090
竹北市,崇義里,崇義里0093
竹北市,崇義里,崇義里0094
竹北市,大眉里,大眉里0088
竹北市,尚義里,尚義里0091
竹北市,尚義里,尚義里0092
竹北市,十興里,十興里0026
竹北市,十興里,十興里0025
竹北市,十興里,十興里0028
竹北市,十興里,十興里0027
竹北市,十興里,十興里0024
竹北市,新國里,新國里0075
竹北市,新國里,新國里0077
竹北市,新國里,新國里0076
竹北市,新庄里,新庄里0084
竹北市,北崙里,北崙里0042
竹北市,北崙里,北崙里0043
竹北市,北崙里,北崙里0044
竹北市,新崙里,新崙里0047
竹北市,新崙里,新崙里0046
竹北市,新崙里,新崙里0045
竹北市,新崙里,新崙里0048
竹北市,福德里,福德里0059
竹北市,福德里,福德里0060
竹北市,福德里,福德里0061
竹北市,東興里,東興里0022
竹北市,東興里,東興里0021
竹北市,東興里,東興里0020
竹北市,北興里,北興里0023
竹北市,興安里,興安里0031
竹北市,興安里,興安里0029
竹北市,興安里,興安里0030
竹北市,文化里,文化里0034
竹北市,文化里,文化里0032
竹北市,文化里,文化里0033
竹東鎮,上坪里,上坪里0095
竹東鎮,瑞峰里,瑞峰里0096
竹東鎮,軟橋里,軟橋里0097
竹東鎮,員崠里,員崠里0098
竹東鎮,員崠里,員崠里0099
竹東鎮,東寧里,東寧里0107
竹東鎮,東寧里,東寧里0109
竹東鎮,東寧里,東寧里0108
竹東鎮,上舘里,上舘里0102
竹東鎮,上舘里,上舘里0100
竹東鎮,上舘里,上舘里0101
竹東鎮,上舘里,上舘里0106
竹東鎮,上舘里,上舘里0105
竹東鎮,上舘里,上舘里0104
竹東鎮,上舘里,上舘里0103
竹東鎮,大鄉里,大鄉里0114
竹東鎮,大鄉里,大鄉里0112
竹東鎮,大鄉里,大鄉里0113
竹東鎮,大鄉里,大鄉里0115
竹東鎮,東華里,東華里0119
竹東鎮,商華里,商華里0122
竹東鎮,商華里,商華里0120
竹東鎮,商華里,商華里0121
竹東鎮,竹東里,竹東里0123
竹東鎮,竹東里,竹東里0124
竹東鎮,榮樂里,榮樂里0133
竹東鎮,榮樂里,榮樂里0134
竹東鎮,鷄林里,鷄林里0126
竹東鎮,鷄林里,鷄林里0125
竹東鎮,鷄林里,鷄林里0127
竹東鎮,仁愛里,仁愛里0130
竹東鎮,仁愛里,仁愛里0129
竹東鎮,仁愛里,仁愛里0128
竹東鎮,五豐里,五豐里0145
竹東鎮,五豐里,五豐里0144
竹東鎮,五豐里,五豐里0143
竹東鎮,五豐里,五豐里0142
竹東鎮,五豐里,五豐里0140
竹東鎮,五豐里,五豐里0141
竹東鎮,三重里,三重里0147
竹東鎮,三重里,三重里0148
竹東鎮,三重里,三重里0149
竹東鎮,三重里,三重里0150
竹東鎮,三重里,三重里0151
竹東鎮,頭重里,頭重里0161
竹東鎮,頭重里,頭重里0160
竹東鎮,頭重里,頭重里0159
竹東鎮,頭重里,頭重里0162
竹東鎮,員山里,員山里0164
竹東鎮,員山里,員山里0163
竹東鎮,柯湖里,柯湖里0165
竹東鎮,二重里,二重里0156
竹東鎮,二重里,二重里0158
竹東鎮,二重里,二重里0157
竹東鎮,二重里,二重里0155
竹東鎮,二重里,二重里0154
竹東鎮,二重里,二重里0153
竹東鎮,二重里,二重里0152
竹東鎮,中山里,中山里0116
竹東鎮,中山里,中山里0117
竹東鎮,中正里,中正里0111
竹東鎮,中正里,中正里0110
竹東鎮,南華里,南華里0118
竹東鎮,榮華里,榮華里0138
竹東鎮,榮華里,榮華里0139
竹東鎮,榮華里,榮華里0136
竹東鎮,榮華里,榮華里0135
竹東鎮,榮華里,榮華里0137
竹東鎮,忠孝里,忠孝里0132
竹東鎮,忠孝里,忠孝里0131
竹東鎮,陸豐里,陸豐里0146
新埔鎮,內立里,內立里0184
新埔鎮,寶石里,寶石里0185
新埔鎮,文山里,文山里0188
新埔鎮,文山里,文山里0187
新埔鎮,文山里,文山里0186
新埔鎮,五埔里,五埔里0175
新埔鎮,五埔里,五埔里0174
新埔鎮,四座里,四座里0177
新埔鎮,四座里,四座里0178
新埔鎮,四座里,四座里0176
新埔鎮,旱坑里,旱坑里0172
新埔鎮,旱坑里,旱坑里0173
新埔鎮,田新里,田新里0169
新埔鎮,田新里,田新里0171
新埔鎮,田新里,田新里0170
新埔鎮,新埔里,新埔里0166
新埔鎮,新生里,新生里0167
新埔鎮,新民里,新民里0168
新埔鎮,上寮里,上寮里0190
新埔鎮,上寮里,上寮里0189
新埔鎮,下寮里,下寮里0192
新埔鎮,下寮里,下寮里0191
新埔鎮,南平里,南平里0193
新埔鎮,北平里,北平里0194
新埔鎮,巨埔里,巨埔里0183
新埔鎮,照門里,照門里0179
新埔鎮,清水里,清水里0180
新埔鎮,鹿鳴里,鹿鳴里0181
新埔鎮,新北里,新北里0182
關西鎮,東興里,東興里0195
關西鎮,西安里,西安里0197
關西鎮,西安里,西安里0196
關西鎮,南雄里,南雄里0198
關西鎮,北斗里,北斗里0200
關西鎮,北斗里,北斗里0199
關西鎮,北斗里,北斗里0201
關西鎮,仁安里,仁安里0203
關西鎮,北山里,北山里0202
關西鎮,南山里,南山里0204
關西鎮,東安里,東安里0206
關西鎮,東安里,東安里0205
關西鎮,東安里,東安里0208
關西鎮,東安里,東安里0207
關西鎮,東光里,東光里0209
關西鎮,新富里,新富里0211
關西鎮,金山里,金山里0213
關西鎮,錦山里,錦山里0214
關西鎮,玉山里,玉山里0212
關西鎮,大同里,大同里0215
關西鎮,石光里,石光里0216
關西鎮,石光里,石光里0217
關西鎮,上林里,上林里0219
關西鎮,新力里,新力里0220
關西鎮,南和里,南和里0221
關西鎮,南新里,南新里0210
關西鎮,東平里,東平里0218
湖口鄉,孝勢村,孝勢村0234
湖口鄉,仁勢村,仁勢村0233
湖口鄉,愛勢村,愛勢村0230
湖口鄉,愛勢村,愛勢村0231
湖口鄉,愛勢村,愛勢村0232
湖口鄉,信勢村,信勢村0240
湖口鄉,信勢村,信勢村0241
湖口鄉,信勢村,信勢村0239
湖口鄉,信勢村,信勢村0242
湖口鄉,中勢村,中勢村0236
湖口鄉,中勢村,中勢村0235
湖口鄉,德盛村,德盛村0227
湖口鄉,德盛村,德盛村0228
湖口鄉,德盛村,德盛村0229
湖口鄉,和興村,和興村0223
湖口鄉,和興村,和興村0222
湖口鄉,長嶺村,長嶺村0248
湖口鄉,長嶺村,長嶺村0247
湖口鄉,長安村,長安村0249
湖口鄉,湖口村,湖口村0250
湖口鄉,湖口村,湖口村0251
湖口鄉,湖鏡村,湖鏡村0253
湖口鄉,湖鏡村,湖鏡村0252
湖口鄉,湖南村,湖南村0254
湖口鄉,波羅村,波羅村0245
湖口鄉,波羅村,波羅村0246
湖口鄉,鳳凰村,鳳凰村0259
湖口鄉,鳳凰村,鳳凰村0262
湖口鄉,鳳凰村,鳳凰村0261
湖口鄉,鳳凰村,鳳凰村0260
湖口鄉,鳳山村,鳳山村0266
湖口鄉,鳳山村,鳳山村0267
湖口鄉,鳳山村,鳳山村0268
湖口鄉,中興村,中興村0258
湖口鄉,中興村,中興村0257
湖口鄉,中興村,中興村0255
湖口鄉,中興村,中興村0256
湖口鄉,信義村,信義村0243
湖口鄉,信義村,信義村0244
湖口鄉,中正村,中正村0238
湖口鄉,中正村,中正村0237
湖口鄉,東興村,東興村0226
湖口鄉,東興村,東興村0224
湖口鄉,東興村,東興村0225
湖口鄉,勝利村,勝利村0263
湖口鄉,勝利村,勝利村0264
湖口鄉,勝利村,勝利村0265
新豐鄉,福興村,福興村0269
新豐鄉,後湖村,後湖村0275
新豐鄉,後湖村,後湖村0274
新豐鄉,青埔村,青埔村0270
新豐鄉,埔和村,埔和村0277
新豐鄉,埔和村,埔和村0278
新豐鄉,瑞興村,瑞興村0273
新豐鄉,坡頭村,坡頭村0276
新豐鄉,中崙村,中崙村0272
新豐鄉,中崙村,中崙村0271
新豐鄉,重興村,重興村0293
新豐鄉,重興村,重興村0292
新豐鄉,重興村,重興村0291
新豐鄉,新豐村,新豐村0280
新豐鄉,新豐村,新豐村0279
新豐鄉,員山村,員山村0281
新豐鄉,員山村,員山村0282
新豐鄉,松林村,松林村0296
新豐鄉,松林村,松林村0298
新豐鄉,松林村,松林村0297
新豐鄉,上坑村,上坑村0289
新豐鄉,鳳坑村,鳳坑村0290
新豐鄉,忠孝村,忠孝村0283
新豐鄉,忠孝村,忠孝村0284
新豐鄉,忠孝村,忠孝村0285
